dotty, 4238, 2018-04-03T20:21:09Z, 5660b89, 34303.8855, Tue Apr  3 22:56:00 CEST 2018, 76406.384 42563.092 37476.746 36762.200 36898.489 35390.258 35275.545 35446.324 36138.596 34869.836 34864.173 34824.494 35852.236 34695.303 34718.911 35835.248 35460.548 34566.756 34461.232 34530.385 35124.968 34513.701 34345.697 34210.376 35089.803 34211.181 34195.131 34240.227 34924.885 34100.777 , 34266.551 34337.518 34932.193 34100.503 34123.636 34538.754 34839.675 34243.235 34327.227 34268.045 34875.154 34085.811 34134.810 34073.215 34899.687 34348.532 34219.892 34321.376 34946.415 34286.395
tests/scala-library, 4238, 2018-04-03T20:21:09Z, 5660b89, 6360.7735, Tue Apr  3 23:02:16 CEST 2018, 27206.901 13139.940 9447.628 8756.076 7662.735 7158.515 6955.037 6753.495 6880.987 6799.515 6720.824 6637.668 6579.667 6582.479 6621.625 6736.226 6536.399 6528.392 6487.200 6439.357 6494.446 6617.364 6476.492 6481.677 6402.549 6400.858 6396.408 6516.681 6446.974 6444.246 , 6397.029 6717.666 6408.199 6414.330 6370.789 6342.322 6383.075 6367.049 6308.696 6404.533 6355.909 6302.928 6330.738 6349.596 6300.190 6374.038 6349.431 6365.638 6288.083 6281.790
tests/re2s, 4238, 2018-04-03T20:21:09Z, 5660b89, 2783.1985, Tue Apr  3 23:05:20 CEST 2018, 17330.984 7178.914 5023.175 4227.861 4308.420 3293.803 3174.397 3267.651 3092.055 3008.902 2952.819 2995.298 2915.076 2891.552 3252.147 3090.989 2888.513 2890.487 2837.172 2849.647 2820.316 2811.166 2842.989 2913.709 2824.313 2883.303 2817.637 2805.582 2837.854 2804.717 , 2885.444 2814.009 2782.433 2821.041 2807.228 2769.646 2783.964 2782.090 2773.406 2778.319 2765.619 2793.394 2791.180 2760.278 2785.018 2827.032 2759.462 2775.394 2751.495 2789.304
tests/implicit_cache.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 98.252, Tue Apr  3 23:06:31 CEST 2018, 2900.156 506.311 407.263 436.350 320.506 257.491 236.557 188.445 166.813 136.638 122.786 121.174 120.693 116.220 123.236 115.506 115.530 109.710 107.771 110.880 107.287 107.457 105.662 105.510 102.889 106.946 103.396 101.963 103.336 102.904 , 109.752 100.987 102.801 99.758 98.285 100.799 98.219 99.325 96.592 98.287 107.866 98.133 94.217 96.280 102.332 97.881 94.348 94.805 93.200 93.225
tests/implicit-scope-loop.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 102.7295, Tue Apr  3 23:07:42 CEST 2018, 3002.563 687.266 409.575 349.572 322.768 280.987 238.602 225.279 158.691 146.639 165.126 131.849 126.853 122.317 125.537 121.718 115.572 116.060 122.795 122.406 115.587 111.507 112.954 109.881 111.234 108.158 119.132 116.394 109.731 106.454 , 104.861 105.859 102.962 106.459 103.527 102.324 103.363 101.266 103.717 100.674 102.497 113.680 101.865 107.574 106.952 101.113 99.166 100.066 97.645 99.099
tests/i1535.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 120.536, Tue Apr  3 23:08:56 CEST 2018, 3403.012 729.948 660.193 468.509 318.126 376.574 283.321 237.583 227.561 196.115 219.860 180.389 147.957 145.388 157.655 190.845 146.869 139.394 140.209 136.190 133.317 136.075 138.970 142.848 134.794 131.452 136.889 126.295 132.961 136.357 , 130.849 126.409 129.472 122.490 132.335 124.494 122.492 121.328 120.611 119.754 120.461 118.343 120.228 120.947 117.407 116.950 118.398 115.070 116.062 119.429
tests/i1687.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 72.872, Tue Apr  3 23:10:06 CEST 2018, 2625.484 439.848 362.961 232.941 216.776 187.692 161.309 163.469 144.805 114.810 96.839 108.307 100.226 83.656 83.642 84.456 81.325 80.602 84.616 84.700 81.477 79.492 78.564 78.025 76.351 81.596 79.704 77.081 75.134 75.713 , 74.463 76.098 76.353 72.870 74.628 73.683 74.120 73.324 72.874 73.547 72.614 74.639 71.084 72.792 72.437 71.072 71.864 71.438 72.096 70.742
tests/Vector.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 545.2535, Tue Apr  3 23:13:50 CEST 2018, 7262.211 2295.415 1655.439 1921.643 1393.649 1274.698 1510.032 1379.545 1154.984 816.648 909.311 786.566 677.362 669.588 661.178 687.337 629.385 621.784 615.919 612.015 7715.733 2785.044 1852.518 1629.670 1801.585 1474.931 1167.243 1176.032 897.727 1088.100 730.653 682.016 715.761 722.393 745.770 599.054 593.194 599.930 579.298 602.341 6554.639 2728.929 1789.335 1905.143 1827.536 1619.467 1472.153 1437.720 1282.035 877.026 1154.325 902.554 871.344 700.654 683.514 666.099 653.803 660.108 822.825 620.195 , 626.123 587.499 594.619 582.205 575.674 570.968 569.136 553.007 564.335 543.677 535.400 544.032 554.502 532.978 545.048 530.764 528.702 536.272 526.733 527.654 512.879 514.874 514.505 531.793 509.548 507.343 506.688 521.017 507.049 519.440 582.097 558.337 566.406 555.724 595.849 564.077 545.459 546.244 565.545 567.628 544.331 545.726 698.210 576.219 592.478 583.914 551.361 532.952 517.163 524.573 507.716 515.049 516.110 523.191 502.919 503.257 501.562 520.882 505.998 501.242 606.706 609.467 584.407 580.871 618.927 572.412 660.317 563.267 590.026 562.305 554.262 562.988 582.612 547.055 539.691 545.479 568.316 544.843 537.646 535.265 546.427 528.821 538.428 564.744 563.890 533.239 520.099 533.364 525.557 518.551
opts/Vector.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 531.278, Tue Apr  3 23:22:06 CEST 2018, 6934.524 2253.185 1589.079 1313.067 1182.667 1104.994 1035.298 1007.371 1220.068 1119.713 1066.592 915.287 851.879 728.287 785.535 774.265 655.441 641.560 617.502 608.855 7814.661 2598.941 2161.807 1677.465 1395.187 1501.176 1375.752 1276.608 1178.223 849.695 707.842 814.825 793.015 931.590 688.793 745.188 579.651 572.828 696.707 562.979 7575.770 2228.810 2173.119 1833.074 1632.338 1540.664 987.001 835.674 866.241 900.931 782.888 738.268 855.855 685.520 629.614 655.002 602.662 621.389 586.513 606.961 , 597.718 608.956 583.658 587.292 581.759 559.970 566.165 554.786 569.838 560.294 571.558 551.974 561.388 551.893 538.196 543.105 591.587 551.120 554.439 547.567 538.042 532.796 533.805 552.944 527.693 518.760 520.541 549.570 517.274 515.077 616.947 549.971 536.944 531.594 532.939 526.293 516.752 510.289 518.411 514.130 505.648 515.473 524.887 499.732 500.252 506.275 501.892 492.808 492.952 487.684 493.499 500.079 479.184 482.639 485.150 476.267 485.322 476.554 475.534 483.350 588.973 734.419 590.633 570.172 561.228 558.034 623.565 553.998 542.625 533.634 543.333 552.366 548.313 528.124 541.753 527.353 519.851 520.835 529.067 513.199 512.979 515.519 530.962 510.904 511.649 538.091 525.807 509.112 506.368 506.183
tests/empty-class.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 57.3025, Tue Apr  3 23:23:15 CEST 2018, 2313.728 404.927 235.580 188.420 120.456 102.072 104.618 100.512 75.718 69.695 68.131 64.896 65.752 64.030 64.526 62.218 63.303 61.178 62.640 60.740 61.765 59.395 62.566 59.557 60.295 58.893 59.169 57.851 62.568 58.139 , 58.746 58.362 58.529 57.410 58.184 58.147 58.377 57.087 57.714 56.845 57.560 57.325 57.280 56.238 57.205 57.043 57.078 56.180 56.980 56.877
