dotty, 4137, 2018-03-19T08:23:34Z, cb09305, 32853.628, Mon Mar 19 09:57:22 CET 2018, 79685.027 40504.604 36622.481 35067.823 35447.545 34069.835 33739.479 33998.902 34606.918 33525.103 33306.978 33603.045 34468.855 33483.021 33225.889 33779.973 33856.464 33233.804 33053.610 32973.019 34036.670 33228.832 32751.583 32735.228 33842.802 32781.760 32898.607 32914.999 33347.123 32860.470 , 32831.370 32753.232 33313.048 32705.776 32839.758 32915.912 33530.934 32873.384 32846.823 32898.527 33364.400 32895.727 32666.127 32666.817 33340.962 32688.547 32768.634 32860.433 33339.164 32642.269
tests/scala-library, 4137, 2018-03-19T08:23:34Z, cb09305, 6289.826, Mon Mar 19 10:03:31 CET 2018, 25484.036 11523.793 10172.276 7762.728 7355.324 7247.597 6792.693 6756.861 6968.726 6841.710 6649.688 6517.226 6490.704 6570.620 6518.610 6449.523 6435.504 6416.199 6417.205 6504.394 6403.132 6431.998 6573.375 6356.714 6465.285 6523.726 6327.075 6306.524 6320.494 6458.788 , 6376.422 6359.490 6308.657 6286.973 6289.061 6371.974 6328.792 6281.919 6271.778 6303.864 6319.263 6323.654 6289.118 6275.130 6250.561 6235.941 6299.038 6290.534 6244.881 6263.662
opts/scala-library, 4137, 2018-03-19T08:23:34Z, cb09305, 6356.5355, Mon Mar 19 10:14:07 CET 2018, 29172.378 12833.434 9784.708 7961.949 7434.921 7245.689 6899.397 6701.390 6843.299 6648.938 6628.043 6589.025 6645.287 6648.271 6572.526 6536.202 6482.840 6536.562 6525.754 6495.157 6483.834 6423.317 6427.260 6472.456 6534.916 6433.588 6425.134 6401.278 6408.228 6522.023 , 6407.056 6400.195 6357.417 6392.947 6369.735 6401.866 6353.169 6320.867 6326.351 6317.038 6443.571 6408.058 6327.093 6400.206 6436.397 6341.157 6355.654 6331.864 6311.532 6276.129
tests/re2s, 4137, 2018-03-19T08:23:34Z, cb09305, 2793.032, Mon Mar 19 10:17:16 CET 2018, 16734.571 7625.178 5617.916 7527.535 4309.769 3693.872 3515.031 4272.558 3129.621 3082.863 3130.706 2977.546 2943.010 2899.095 2917.464 2899.523 2988.137 2861.248 2861.904 2835.358 2837.935 2826.080 2855.954 2820.576 2817.156 2821.778 2811.365 2792.619 2811.909 2786.929 , 2855.048 2828.719 2767.990 2782.451 2816.228 2834.769 2817.823 2820.672 2850.175 2799.193 2772.208 2793.717 2751.354 2792.347 2792.220 2768.456 2761.687 2738.871 2797.869 2776.375
opts/re2s, 4137, 2018-03-19T08:23:34Z, cb09305, 2657.639, Mon Mar 19 10:20:15 CET 2018, 16273.509 7581.646 5170.229 4669.466 3741.224 3986.476 3089.567 3066.911 3344.894 2858.517 2864.033 2867.636 2824.493 2828.399 2833.898 2881.901 2896.237 2880.171 2705.563 2719.917 2692.121 2700.334 2727.621 2753.786 2669.867 2721.597 2716.926 2672.483 2675.586 2673.809 , 2718.524 2665.797 2716.923 2663.698 2790.733 2723.099 2651.299 2639.023 2626.356 2618.691 2603.596 2645.975 2665.842 2660.379 2639.439 2598.956 2674.760 2657.565 2657.713 2606.416
tests/implicit_cache.scala, 4137, 2018-03-19T08:23:34Z, cb09305, 103.144, Mon Mar 19 10:21:26 CET 2018, 3139.774 571.835 394.828 320.515 396.977 329.968 284.389 206.819 172.818 184.278 144.503 126.296 122.897 119.222 121.964 117.301 116.039 118.150 113.907 113.994 113.241 110.643 110.387 108.478 111.154 107.290 108.454 106.443 105.096 106.622 , 106.435 111.878 114.747 107.765 106.287 109.497 132.349 102.253 103.460 102.150 103.433 100.640 102.855 100.223 99.360 101.609 99.717 104.167 98.310 98.900
opts/implicit_cache.scala, 4137, 2018-03-19T08:23:34Z, cb09305, 102.379, Mon Mar 19 10:22:38 CET 2018, 3033.836 593.349 445.170 414.061 387.141 336.228 294.412 204.549 214.038 144.190 138.678 122.538 120.663 116.896 118.614 114.199 114.679 117.055 111.353 111.502 111.485 107.723 108.733 105.726 106.693 104.171 108.628 107.506 108.349 109.408 , 102.570 103.677 102.188 104.914 105.483 106.669 121.509 104.575 104.228 102.810 104.260 98.380 98.492 97.137 98.133 96.714 102.098 97.543 97.550 95.022
tests/implicit-scope-loop.scala, 4137, 2018-03-19T08:23:34Z, cb09305, 105.881, Mon Mar 19 10:23:49 CET 2018, 2938.467 657.262 418.922 351.373 287.269 262.515 229.799 225.580 212.640 159.135 129.891 126.366 122.874 120.662 128.017 131.919 119.509 118.935 115.675 116.356 123.514 115.199 113.324 132.069 114.721 119.491 111.757 111.184 107.271 109.687 , 106.223 108.171 105.503 107.135 113.730 115.440 110.563 116.046 108.226 107.885 104.487 104.951 102.305 103.162 110.290 103.348 105.539 101.821 100.336 101.458
tests/i1535.scala, 4137, 2018-03-19T08:23:34Z, cb09305, 126.038, Mon Mar 19 10:25:01 CET 2018, 3452.441 1165.617 801.350 596.880 478.549 375.735 237.946 265.849 273.392 224.418 217.569 190.539 164.945 159.524 164.025 153.603 146.723 149.358 151.601 144.690 142.170 142.074 138.700 139.041 143.691 134.058 133.260 138.114 132.308 136.520 , 132.121 128.453 129.058 130.576 126.834 125.905 129.867 125.242 123.959 139.288 126.194 123.700 126.171 122.750 122.587 125.528 123.880 125.074 121.127 129.999
tests/i1687.scala, 4137, 2018-03-19T08:23:34Z, cb09305, 73.319, Mon Mar 19 10:26:12 CET 2018, 2664.935 438.087 335.134 291.850 188.533 162.223 145.757 179.653 129.205 106.221 122.201 89.501 84.915 83.425 94.109 85.136 85.307 87.108 80.269 80.981 79.955 81.006 80.681 77.335 77.681 76.692 79.344 75.929 76.149 78.190 , 74.567 75.773 73.947 75.589 73.418 75.290 73.793 73.454 73.220 72.942 73.999 71.732 72.722 71.053 73.888 71.253 71.763 71.344 70.800 71.249
