dotty, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 10:43:40 CEST 2018, 77560.777 49409.499 41663.058 39758.318 39269.642 37811.905 37531.757 37478.496 38377.203 37252.478 37104.027 37171.688 37664.131 36855.923 36680.473 36949.383 37262.055 36753.618 36584.750 36704.329 37120.482 36615.664 36507.495 36716.395 37062.905 36644.243 36530.273 36486.108 37079.064 36564.967 , 36593.363 36686.470 36911.069 36574.322 36433.523 36494.542 36988.522 36486.221 36528.227 36467.161 37066.154 36560.272 36474.304 36495.902 37095.900 36415.724 36403.782 36523.168 37017.964 36436.844
scala-library, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 10:49:40 CEST 2018, 22278.843 10739.686 9208.317 8702.337 7985.338 7493.961 7142.455 6852.948 6751.977 6565.039 6441.910 6372.848 6343.861 6320.698 6297.838 6236.870 6242.619 6206.967 6167.617 6175.972 6137.698 6139.394 6149.323 6151.830 6180.427 6155.467 6120.979 6090.454 6138.970 6092.427 , 6041.748 6029.772 6025.522 6042.067 6054.326 6018.546 6045.598 6068.612 6022.495 5975.144 5985.839 5998.380 6003.462 5994.104 5965.991 6011.602 6026.946 5990.566 5993.810 5959.383
re2s, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 10:52:50 CEST 2018, 13761.241 7148.531 5854.393 4993.834 4013.823 3676.885 3498.503 3391.609 3348.123 3251.087 3165.597 3122.467 3094.616 3026.899 3009.030 2985.578 2951.395 2956.856 2951.928 2897.955 2930.393 2918.730 2870.899 2879.268 2859.667 2839.045 2859.321 2837.486 2830.068 2829.707 , 2820.878 2836.150 2837.311 2818.312 2866.565 2833.959 2804.265 2825.673 2833.329 2802.039 2814.128 2806.211 2801.036 2795.547 2781.808 2813.003 2794.098 2769.992 2816.040 2802.340
implicit-cache, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 10:54:07 CEST 2018, 3269.931 459.866 356.824 307.613 261.269 234.597 196.612 171.528 147.363 138.551 124.139 119.313 110.383 106.396 109.630 109.005 111.669 108.778 111.637 108.114 108.404 107.727 103.868 104.199 101.350 100.081 103.176 99.870 101.827 98.030 , 100.825 98.211 98.580 99.512 95.989 96.819 94.994 95.610 93.558 94.970 93.592 92.021 96.310 92.537 93.663 91.370 92.625 91.865 92.996 91.811
implicit-scope-loop, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 10:55:24 CEST 2018, 3369.967 502.805 381.669 318.866 275.474 244.372 221.577 193.249 170.587 156.957 141.510 133.418 128.344 115.479 117.180 110.804 110.136 109.583 106.482 113.457 107.840 108.093 114.434 110.232 109.179 107.262 104.751 107.785 105.250 108.887 , 104.105 105.968 103.502 101.826 103.102 101.394 101.972 100.404 102.553 100.669 99.573 99.640 97.716 102.758 98.378 97.204 95.832 97.563 95.841 95.402
inductive-implicits, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 10:57:12 CEST 2018, 6143.927 2344.962 2065.243 1985.840 1881.943 1864.050 1790.812 1760.582 1741.236 1712.058 1715.329 1674.406 1654.031 1634.069 1619.592 1615.532 1622.290 1597.697 1601.302 1584.086 1567.506 1587.939 1557.651 1553.467 1548.553 1546.626 1550.872 1546.169 1564.188 1553.001 , 1538.825 1539.049 1532.790 1536.662 1534.240 1554.652 1541.174 1536.509 1537.832 1535.100 1536.359 1535.055 1561.634 1533.609 1528.796 1528.446 1528.627 1529.106 1527.906 1549.567
i1535, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 10:58:28 CEST 2018, 3633.333 604.143 412.726 316.408 255.953 225.035 200.869 177.619 163.053 149.551 144.721 134.932 128.790 123.157 117.059 115.552 113.904 113.416 112.911 118.537 113.139 113.424 115.653 111.480 111.314 110.895 107.967 106.622 108.990 105.487 , 104.710 106.795 102.720 102.764 102.199 100.121 98.911 98.932 96.845 96.579 97.233 95.501 94.825 95.638 92.992 94.752 92.601 93.147 96.320 91.963
i1687, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 10:59:43 CEST 2018, 2996.208 380.984 280.684 234.687 194.898 168.601 151.880 131.056 111.751 104.397 95.624 87.372 83.621 76.976 77.294 75.994 76.206 77.606 78.144 78.935 76.712 75.783 75.040 73.725 74.235 71.536 70.695 70.547 68.986 70.662 , 68.422 68.574 68.287 68.055 67.839 66.863 67.504 65.645 66.407 65.102 65.759 66.056 64.474 65.517 64.391 64.580 63.656 64.684 63.141 64.357
vector, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 11:03:35 CEST 2018, 6840.811 1969.319 1554.255 1309.207 1209.057 1148.097 1076.051 1004.877 924.163 921.446 822.267 792.890 750.213 708.795 790.522 755.268 745.980 693.701 681.624 666.980 6757.764 1972.805 1576.921 1334.612 1218.025 1151.553 1056.079 959.221 948.961 863.877 801.208 820.067 854.467 740.159 700.556 709.150 710.041 690.925 666.356 658.264 6860.744 2140.878 1633.417 1403.358 1207.927 1113.399 1023.492 946.116 889.481 841.358 762.784 805.575 800.447 716.389 690.402 682.812 693.008 686.497 687.065 668.986 , 672.196 630.705 635.638 621.739 615.413 614.969 596.567 591.861 596.386 576.734 574.755 570.942 582.172 557.125 548.435 544.889 540.882 540.572 533.441 530.136 524.039 535.528 523.800 523.219 525.276 530.947 527.062 515.050 509.415 529.742 612.790 618.096 620.442 611.118 627.587 603.078 589.406 583.560 586.663 564.005 573.328 564.639 567.557 551.796 540.293 547.219 553.774 528.629 527.451 524.942 529.542 523.669 520.066 517.973 521.792 511.077 516.547 499.980 523.117 503.755 660.330 622.510 623.975 612.060 630.371 588.489 583.397 573.174 574.935 560.694 554.881 547.559 562.299 535.281 533.835 527.124 522.938 531.970 513.395 513.126 511.662 519.788 511.894 499.476 509.753 505.045 487.098 500.276 490.636 488.517
empty-class, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 11:04:50 CEST 2018, 2761.316 271.384 175.950 148.901 126.940 113.294 96.548 87.545 82.619 74.028 70.680 64.502 67.868 62.669 62.754 62.178 62.426 63.001 61.203 61.025 59.484 58.931 58.807 58.678 57.361 57.526 56.846 56.449 57.077 55.842 , 56.286 54.536 55.111 53.961 55.897 53.262 55.037 53.368 54.198 53.349 53.785 53.202 53.777 52.991 53.392 53.013 52.940 52.210 53.182 52.295
empty-object, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 11:06:04 CEST 2018, 2790.941 275.013 181.919 150.949 122.108 108.403 97.827 89.666 82.108 75.002 71.258 65.321 65.253 62.229 64.237 63.547 63.545 64.160 61.005 60.971 60.074 59.414 58.531 57.593 56.578 57.025 55.683 56.140 54.930 55.644 , 56.279 54.469 54.774 53.448 55.312 53.535 53.955 52.902 54.142 52.660 53.232 52.741 52.987 52.029 52.834 51.890 52.349 52.111 51.921 52.543
empty-file, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 11:07:18 CEST 2018, 2076.670 151.995 89.644 71.663 59.814 51.107 48.914 42.574 42.299 39.422 37.960 37.271 36.157 36.319 35.418 34.398 34.806 34.063 33.952 33.907 32.848 33.627 33.110 32.783 33.171 32.606 33.136 33.058 32.472 32.921 , 32.842 32.210 32.522 32.491 32.813 32.671 32.082 32.471 32.715 31.973 32.221 32.340 32.169 32.385 32.192 31.755 32.138 31.989 31.543 32.005
patmatexhaust, 5216, 2018-10-09T08:06:18Z, db7e183, Tue Oct  9 11:11:23 CEST 2018, 5514.817 1491.797 1158.856 893.543 768.473 736.148 656.050 595.837 569.307 527.603 501.723 483.341 434.182 415.397 406.794 370.415 370.836 363.694 366.398 347.838 5475.726 1467.047 1208.272 1043.631 887.963 778.172 702.308 644.549 594.695 556.877 523.342 519.690 467.947 435.010 426.411 402.612 387.554 371.166 373.374 362.227 5470.022 1439.515 1190.666 1015.660 843.368 744.852 693.606 603.772 546.227 509.304 515.814 451.691 431.492 442.007 410.892 389.032 361.730 379.267 373.701 397.000 , 356.692 355.155 364.041 353.511 347.324 343.165 349.632 334.705 328.656 322.622 333.604 315.815 313.034 314.791 299.528 295.365 297.353 285.770 282.117 284.947 277.748 275.764 279.470 284.197 272.834 273.539 282.054 267.951 268.796 269.919 263.684 263.330 271.775 263.455 261.137 260.600 266.635 260.620 261.282 266.986 358.351 370.142 386.786 370.926 371.300 367.553 372.438 357.857 354.693 343.684 352.772 330.449 328.542 324.364 327.690 317.619 308.075 312.653 298.630 295.201 300.171 293.128 291.718 302.747 288.168 284.524 287.221 275.893 273.307 279.682 271.872 272.279 266.933 281.351 266.802 264.099 272.578 264.502 267.135 274.957 397.814 410.277 389.531 379.887 374.421 364.370 369.906 350.306 337.954 336.929 344.234 321.963 318.183 321.136 309.967 304.345 310.895 299.578 291.749 291.243 293.272 288.745 282.569 295.906 280.281 273.432 280.058 273.090 280.533 276.232 268.275 264.260 272.215 267.508 263.131 260.702 271.431 264.517 263.111 268.433
