dotty, 4267, 2018-04-06T12:18:38Z, 686292a, 34751.961, Fri Apr  6 14:54:03 CEST 2018, 83432.423 42276.933 38544.477 37318.510 37355.320 35835.022 35637.357 35567.914 36701.856 35392.024 35381.631 35623.631 36162.075 35172.082 35106.951 35301.327 35888.008 34942.631 35049.119 34916.448 35566.710 34837.034 34755.801 34866.622 35313.043 34795.216 34754.333 34865.691 35223.896 34777.820 , 34688.648 34779.828 35301.417 34741.974 34753.903 34725.483 35364.836 34761.687 34775.673 34745.347 35347.175 34652.189 34688.583 34789.159 35212.739 34746.216 34750.019 34695.316 35321.203 34712.266
tests/scala-library, 4267, 2018-04-06T12:18:38Z, 686292a, 6136.3805, Fri Apr  6 15:00:05 CEST 2018, 25777.874 12375.696 9657.460 7386.440 7047.124 7052.668 6705.854 6668.592 6582.021 6517.635 6402.186 6389.366 6311.724 6337.110 6415.615 6563.278 6391.016 6304.428 6320.351 6300.824 6216.173 6673.543 6217.492 6310.203 6251.141 6248.314 6209.027 6193.286 6188.358 6328.760 , 6137.923 6138.514 6216.312 6218.949 6188.608 6157.902 6111.406 6093.652 6087.095 6121.959 6109.611 6203.682 6226.614 6259.678 6191.848 6134.838 6118.892 6083.531 6056.177 6113.598
tests/re2s, 4267, 2018-04-06T12:18:38Z, 686292a, 2620.828, Fri Apr  6 15:03:01 CEST 2018, 15722.586 7663.187 6122.713 3609.623 3432.560 3168.440 3056.217 2928.854 3057.774 2876.321 2909.869 3012.004 2793.138 2792.694 2838.153 2760.758 2712.541 2705.837 2706.725 2708.656 2658.069 2690.760 2650.388 2713.101 2660.233 2668.776 2666.027 2646.753 2674.567 2648.095 , 2618.249 2661.931 2629.857 2612.611 2614.215 2618.887 2648.794 2620.668 2611.219 2620.988 2606.976 2625.408 2632.479 2606.717 2602.612 2630.806 2703.017 2611.117 2651.563 2624.836
tests/implicit_cache.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 97.8685, Fri Apr  6 15:04:10 CEST 2018, 2875.454 564.532 365.652 290.822 277.037 201.736 202.858 179.185 186.348 147.488 152.952 140.072 134.044 150.459 126.383 120.474 113.975 110.470 105.337 105.165 106.965 103.364 104.200 101.427 103.688 103.736 120.112 101.274 99.017 101.400 , 98.104 100.104 99.669 100.308 98.809 96.298 106.194 96.081 97.028 95.267 114.147 95.825 101.898 95.884 100.808 113.852 94.478 97.633 93.241 94.250
tests/implicit-scope-loop.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 99.379, Fri Apr  6 15:05:22 CEST 2018, 2923.176 539.708 530.477 395.760 266.232 255.834 188.729 195.507 187.042 140.454 132.077 133.613 123.020 119.454 116.528 112.230 111.433 112.908 108.576 111.673 107.975 110.608 108.396 104.064 109.151 108.428 107.609 101.419 101.012 102.402 , 99.453 101.682 99.305 100.194 104.699 107.597 97.792 101.500 96.870 96.069 97.166 95.090 97.556 113.684 103.304 118.514 103.322 97.007 95.551 93.446
tests/i1535.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 116.7985, Fri Apr  6 15:06:34 CEST 2018, 3423.509 1077.661 687.626 524.562 416.119 271.880 229.771 210.808 228.235 174.325 163.413 157.414 206.921 143.521 143.659 136.148 132.324 135.043 129.736 130.266 127.747 153.707 124.788 122.978 122.769 157.272 119.278 121.637 129.580 116.974 , 118.868 116.147 114.359 114.874 134.000 125.866 117.450 121.952 112.759 143.345 137.581 115.410 117.899 112.776 130.086 117.667 111.532 108.498 109.267 114.125
tests/i1687.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 66.935, Fri Apr  6 15:07:43 CEST 2018, 2539.086 429.415 393.513 285.929 177.597 132.923 114.321 145.019 122.487 116.735 104.499 82.792 80.086 77.392 77.988 78.586 76.354 73.960 74.678 78.471 72.246 73.446 73.358 70.463 77.655 71.192 75.952 69.240 69.067 67.861 , 67.381 70.735 66.729 68.069 67.129 67.419 66.741 69.109 66.203 65.637 66.263 70.008 67.178 67.699 73.279 65.527 65.985 64.910 65.629 65.198
tests/Vector.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 520.974, Fri Apr  6 15:11:30 CEST 2018, 7350.734 2514.961 2189.980 1352.310 1255.687 1454.742 1034.192 922.772 1164.887 1015.801 829.377 930.614 711.024 706.267 742.100 622.788 632.821 676.210 580.738 672.889 7181.513 2852.146 1580.882 1516.781 1376.835 1106.312 1028.897 1142.096 1465.354 1012.184 897.252 796.039 1072.605 1062.964 760.157 663.961 667.977 667.861 645.770 609.661 7043.534 2321.010 1743.102 1482.799 1662.625 1597.251 1168.141 899.429 820.643 862.454 1000.740 696.423 670.297 672.597 649.124 639.443 634.925 609.548 652.885 751.581 , 570.337 557.562 551.078 534.782 523.793 546.194 530.804 519.219 514.943 524.718 514.252 504.841 510.045 514.487 509.675 510.497 525.939 521.766 498.381 503.368 509.434 501.003 494.252 497.829 493.373 498.992 489.729 490.669 493.265 503.345 587.190 597.333 584.091 580.208 565.144 551.682 561.880 541.585 530.678 547.676 612.465 544.771 534.490 527.460 540.337 521.056 515.735 529.252 521.750 516.514 502.384 522.954 516.106 515.841 510.929 500.362 496.750 516.909 501.794 505.897 629.808 673.595 563.810 724.624 577.296 661.344 731.790 627.994 606.159 536.008 534.255 528.221 556.520 521.767 527.435 517.715 534.866 511.879 508.378 504.645 515.842 514.836 519.221 503.700 520.892 495.580 501.658 502.759 500.238 494.145
opts/Vector.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 530.983, Fri Apr  6 15:19:37 CEST 2018, 7377.534 2324.514 2369.740 2012.435 1773.555 1306.080 1011.946 1028.913 1307.667 1102.291 1221.388 830.971 812.350 673.137 778.192 814.104 704.268 609.030 611.712 596.730 7135.789 2937.107 2267.081 1973.418 1417.817 1086.598 1048.449 1045.565 883.799 836.728 1005.096 767.339 697.838 684.147 644.335 620.247 623.116 596.573 702.742 578.973 7663.140 3016.448 2278.270 1925.447 1388.745 1292.518 1437.305 1354.571 1314.726 1102.470 1162.825 1137.799 779.588 696.272 654.022 863.516 798.374 708.535 717.207 632.609 , 577.680 588.995 586.392 565.999 701.144 569.789 561.957 545.297 538.116 538.400 541.452 527.120 520.737 528.408 537.923 524.766 514.509 536.793 558.177 524.054 504.582 511.558 600.255 551.000 505.878 495.312 512.215 514.253 623.624 501.106 587.865 569.802 664.333 543.894 590.654 687.802 532.527 543.260 547.606 554.563 520.914 518.570 533.105 518.882 516.478 521.281 533.382 518.961 504.943 504.273 518.646 515.509 510.607 500.905 507.932 511.119 559.966 505.721 512.249 497.853 622.840 660.585 602.589 585.286 590.674 564.666 571.156 575.895 548.368 545.525 547.838 538.638 536.725 528.582 529.439 515.576 515.259 520.394 540.981 519.549 511.323 510.242 523.745 512.615 516.066 508.254 521.080 506.813 512.156 585.173
tests/empty-class.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 54.4415, Fri Apr  6 15:20:47 CEST 2018, 2306.968 276.719 192.503 182.280 115.924 145.644 113.072 97.948 77.402 74.830 70.976 63.974 67.074 65.716 63.284 61.913 61.082 61.066 59.774 59.543 60.384 58.856 59.596 58.556 59.671 57.082 55.530 56.481 55.596 55.491 , 54.443 55.603 54.302 54.980 55.051 55.453 54.274 54.627 53.913 55.262 54.003 54.918 54.067 54.980 53.587 54.440 53.876 53.495 54.866 53.659
tests/empty-object.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 55.0495, Fri Apr  6 15:21:55 CEST 2018, 2336.392 291.399 188.957 176.834 128.280 104.777 94.167 84.803 77.811 68.632 72.249 67.302 65.407 61.889 67.475 60.308 59.952 60.555 59.142 59.495 59.730 58.514 58.002 58.070 56.672 58.122 56.669 58.409 56.326 56.972 , 55.863 57.093 55.028 56.262 58.042 56.068 54.847 55.287 54.684 55.071 54.469 55.589 54.113 55.809 54.148 54.789 54.192 54.466 56.934 54.258
tests/empty-file.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 34.8585, Fri Apr  6 15:23:02 CEST 2018, 1613.796 182.127 94.466 70.239 77.230 50.355 44.794 41.471 39.819 39.252 38.170 38.099 37.297 37.881 37.086 36.319 36.933 36.011 36.417 36.295 35.553 36.088 35.759 37.178 35.624 36.007 36.008 35.245 35.990 35.899 , 36.136 35.873 35.208 35.490 38.323 35.008 35.893 34.533 34.869 34.548 36.254 34.718 34.320 34.848 35.291 34.683 34.754 34.257 34.819 34.723
tests/patmatexhaust.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 280.339, Fri Apr  6 15:27:03 CEST 2018, 5344.901 1675.737 1462.367 1258.902 1068.982 1108.773 1017.921 850.601 661.247 567.183 593.169 551.152 530.256 633.914 577.062 571.611 424.535 489.089 500.930 381.664 5317.196 1714.809 1323.703 944.373 1008.495 848.636 814.664 703.614 722.460 528.382 501.626 526.811 517.304 418.267 404.154 399.976 385.423 529.261 376.887 436.141 5463.678 1995.751 1635.232 1400.942 1301.254 1191.063 1083.017 1009.608 937.314 803.468 738.049 701.470 661.253 599.737 568.650 545.451 380.970 381.096 368.570 346.481 , 342.749 344.284 333.846 442.953 392.380 412.308 317.124 307.176 321.018 292.019 289.689 293.738 283.504 303.181 283.179 278.995 275.927 271.324 276.332 272.746 278.856 272.546 266.533 265.220 281.874 262.503 262.380 266.928 258.132 264.387 265.229 256.522 255.563 260.954 258.446 252.911 257.284 254.661 251.267 257.181 391.762 353.780 330.053 338.648 352.288 375.998 374.702 321.993 305.425 295.454 299.104 296.815 297.362 294.078 282.254 281.586 289.050 337.490 303.967 276.328 278.003 271.442 274.282 334.181 276.753 270.369 273.559 266.187 275.296 269.272 264.583 264.196 287.553 264.556 262.275 265.435 264.735 259.736 266.935 277.938 343.186 350.921 329.326 321.810 322.336 310.474 303.994 308.278 297.826 288.618 294.207 289.319 282.907 283.215 282.844 297.296 288.431 279.998 276.071 299.558 279.164 270.777 271.316 302.586 266.966 269.418 271.716 269.420 400.457 295.983 270.580 280.691 280.680 273.516 259.098 264.211 262.182 257.966 257.152 264.211
tests/exhaustivity-I.scala, 4267, 2018-04-06T12:18:38Z, 686292a, 163.771, Fri Apr  6 15:30:51 CEST 2018, 3897.927 1118.305 1124.541 1033.337 652.419 550.671 502.055 454.876 394.897 384.335 342.667 287.688 377.012 324.900 339.809 236.424 239.083 227.759 220.378 219.124 3887.769 1355.991 1295.036 857.459 611.149 626.359 462.964 439.088 401.854 431.400 351.982 366.154 350.099 325.217 265.845 232.158 207.880 197.858 193.384 186.771 4195.067 1400.969 1198.525 928.108 765.196 506.250 440.964 483.160 493.816 432.399 394.086 364.972 252.841 241.543 232.201 230.612 222.023 218.302 214.529 215.945 , 208.124 214.907 215.180 261.447 197.221 189.441 211.430 207.959 182.616 183.149 178.151 172.635 179.406 170.723 167.499 169.250 164.044 164.328 164.678 164.218 163.299 163.882 161.724 168.224 160.617 161.043 165.282 161.776 165.520 157.738 158.935 162.995 158.156 156.319 157.086 157.251 158.832 160.794 154.392 153.162 214.742 209.162 191.113 180.601 174.894 172.858 167.987 176.258 170.250 163.660 166.048 184.989 173.221 168.488 158.964 160.238 160.189 161.040 157.667 157.677 154.357 156.905 153.521 156.350 158.602 154.460 153.323 152.472 152.398 211.885 154.737 150.126 152.172 149.148 149.405 150.342 149.270 147.172 149.410 146.546 201.869 203.025 201.978 189.789 183.299 183.847 178.470 180.035 179.909 174.044 174.188 174.123 168.055 168.599 167.313 165.923 168.018 165.552 164.261 166.803 172.310 160.040 162.766 159.967 159.897 164.096 160.807 161.278 156.940 159.613 162.196 157.460 162.023 154.251 156.276 155.733 154.724 153.788 152.948 153.755
