dotty, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T14:35:12+0200, 80210.883 45304.854 39111.237 38248.563 36704.811 36146.328 36680.209 35982.999 35607.388 36173.372 35340.497 35281.399 35826.122 35225.940 36702.020 35235.356 35215.525 35516.228 35116.898 36610.207 34943.508 36329.990 35151.239 36412.972 35080.865 36247.051 34992.137 36403.941 34899.776 35974.777 , 35021.049 35916.714 35049.504 35914.725 34795.429 35737.060 34811.025 35775.017 34909.992 35855.940 35008.986 35771.274 34989.705 35401.760 35022.199 35501.815 36941.159 34825.812 35369.526 36516.775
re2s, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T14:37:42+0200, 13260.552 5422.471 4510.868 3711.814 3083.861 2943.224 2762.347 2611.623 2482.929 2494.401 2441.582 2362.290 2316.874 2258.467 2258.060 2216.929 2185.292 2155.565 2156.877 2183.596 2120.399 2176.839 2120.779 2117.371 2146.485 2084.148 2059.697 2138.392 2052.588 2099.639 , 2036.309 2137.162 2024.685 2084.631 2034.682 2094.156 2025.121 2073.263 2015.725 2082.297 2080.534 2021.614 2089.769 2054.204 2078.249 1992.125 2056.141 2059.798 2059.802 1990.384
scalap, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T14:40:03+0200, 14175.497 5033.156 4023.372 3453.761 3349.783 3060.817 2819.277 2778.108 2483.761 2447.969 2361.258 2274.536 2202.475 2088.203 2035.060 2015.838 1975.452 1924.123 1919.075 1870.854 1877.521 1863.172 1822.930 1796.418 1785.907 1772.232 1769.961 1811.879 1751.701 1797.974 , 1707.381 1704.961 1760.289 1699.436 1711.251 1715.265 1674.565 1665.267 1755.125 1653.193 1658.953 1662.373 1638.287 1683.655 1648.365 1610.956 1642.177 1638.421 1600.313 1637.451
stdlib213, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T15:01:04+0200, 51398.071 27078.934 22087.341 20424.310 20883.728 19184.706 18724.853 18615.780 18295.862 18508.746 18257.032 18304.380 18088.607 19532.328 18133.222 18045.905 18060.003 19225.521 18126.407 18090.317 18079.391 19283.675 18000.110 18027.397 18037.419 18846.065 18019.618 18045.877 17903.207 18806.022 , 17987.459 18022.872 17990.898 18608.187 17999.645 17967.629 17868.271 19396.893 17893.527 19337.886 18054.156 17962.890 17848.680 19330.703 17894.168 19341.008 17886.603 17890.569 19278.526 18062.315
power-macro-power-inlined-1, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T15:02:44+0200, 3177.647 289.818 182.488 136.107 120.087 103.920 97.234 94.096 87.753 83.082 82.020 81.860 80.939 93.775 74.743 74.482 72.184 69.704 69.478 67.288 66.771 65.568 66.192 64.229 64.775 62.367 63.163 61.745 62.427 62.369 , 62.905 60.749 61.284 60.997 60.715 60.260 60.805 60.655 59.791 58.939 59.719 59.360 59.581 57.989 59.395 58.201 59.172 58.575 59.128 57.733
power-macro-power-inlined-1k, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T15:04:30+0200, 4983.670 1137.193 810.174 637.765 554.530 518.539 426.168 366.099 324.927 283.755 255.590 234.910 252.881 242.153 277.566 217.102 214.981 207.526 204.378 197.135 195.406 193.107 189.111 191.151 184.770 185.185 183.926 186.104 182.912 185.033 , 180.482 179.384 179.523 183.058 180.834 178.803 179.822 179.062 178.963 178.224 178.989 177.188 180.920 176.161 176.715 175.149 176.947 176.701 177.599 173.689
quote-string-interpolation-matching, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T15:06:24+0200, 5069.633 1495.661 1235.978 1114.868 905.132 726.334 683.131 664.478 668.512 665.067 648.999 652.878 648.876 660.151 653.822 641.621 647.506 647.115 638.776 640.903 641.595 631.345 643.019 637.034 640.562 646.030 633.226 635.289 634.817 628.406 , 626.992 627.767 623.637 623.678 622.732 625.457 626.560 621.167 624.475 621.139 626.873 623.471 613.081 619.532 625.405 617.034 616.819 611.742 621.659 620.101
i1535, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T15:07:42+0200, 4041.504 671.397 443.932 344.999 291.102 238.796 196.368 173.095 167.018 153.367 154.493 155.127 153.267 154.059 154.534 144.916 143.811 143.590 133.945 129.907 131.847 128.916 127.436 128.132 124.501 125.504 128.693 121.526 123.928 120.123 , 120.861 116.301 115.543 120.840 114.387 113.465 112.494 110.310 113.558 111.141 112.695 109.525 114.150 109.698 107.670 112.343 109.064 109.417 108.069 109.755
i1687, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T15:08:58+0200, 3293.808 416.772 294.149 224.649 188.840 166.851 130.928 111.740 106.953 101.198 103.416 101.243 100.250 100.410 96.424 98.407 93.158 90.146 89.336 88.527 89.070 85.780 84.350 85.407 82.568 85.000 82.293 84.326 80.795 81.343 , 80.187 79.779 80.847 78.631 79.931 78.092 80.149 76.561 77.437 76.245 77.442 76.451 76.448 76.044 76.490 76.054 78.252 75.828 77.237 75.750
empty-class, 9896, 2020-09-27T13:57:25+0200, 9498b06, 2020-09-27T15:10:11+0200, 2530.057 120.321 69.876 53.226 46.796 42.009 39.553 37.841 36.354 34.234 33.981 32.797 31.840 31.647 30.205 29.762 29.880 28.609 27.930 27.867 27.118 27.250 26.772 26.781 26.352 26.503 26.216 26.416 25.901 26.142 , 25.659 25.641 25.808 25.421 25.485 24.991 25.097 24.864 25.069 25.091 25.086 24.548 24.822 24.389 24.584 24.684 24.325 24.522 24.411 24.651
